"","geneIDs","geneIDX","zscores","pvals","adj.pvals","significant"
"1766","DROSHA",13099,1.660423,0.096829386337679,0.30836947570525,"FALSE"
"1767","LOC101060391",15626,1.660137,0.0968868950022683,0.308436816972951,"FALSE"
"1768","TNFAIP2",8353,1.659787,0.0969573099023796,0.308577204936901,"FALSE"
"1769","ELOB",3548,1.65923,0.0970694545662081,0.308764431198725,"FALSE"
"1770","DDRGK1",9908,1.659222,0.0970710660167474,0.308764431198725,"FALSE"
"1771","PHACTR3",15544,1.65675,0.0975700296047414,0.309817186465941,"FALSE"
"1772","ZFP36L1",1300,1.656743,0.0975714454324508,0.309817186465941,"FALSE"
"1773","LOC101060091",1397,1.656724,0.0975752884761458,0.309817186465941,"FALSE"
"1774","LCLAT1",448,1.656353,0.0976503532069715,0.309927801741704,"FALSE"
"1775","PRORSD1P",10656,1.656241,0.0976730233243783,0.309927801741704,"FALSE"
"1776","PET100",4644,1.656122,0.0976971149323045,0.309938946696433,"FALSE"
"1777","DNAJB12",11704,1.655202,0.0978835296859696,0.310168798692625,"FALSE"
"1778","TMEM260",8320,1.655154,0.0978932634683313,0.310168798692625,"FALSE"
"1779","IAH1",3244,1.654739,0.0979774523799118,0.310168798692625,"FALSE"
"1780","S100Z",9377,1.653851,0.0981577906695435,0.31062765624486,"FALSE"
"1781","ARHGEF40",13414,1.653075,0.0983156005886027,0.310985308651701,"FALSE"
"1782","NRXN2",14006,1.653042,0.0983223160665714,0.310985308651701,"FALSE"
"1783","PLEKHA4",982,1.652935,0.0983440930148534,0.310991714103006,"FALSE"
"1784","CAMSAP1",13652,1.652284,0.0984766694357156,0.311285918543534,"FALSE"
"1785","RPS4Y2",3510,1.652045,0.0985253776864762,0.311314884943521,"FALSE"
"1786","AIG1",8956,1.651945,0.0985457634154115,0.311316822828181,"FALSE"
"1787","BTF3L4",14743,1.651675,0.0986008217071376,0.311428272372895,"FALSE"
"1788","FHOD3",12660,1.651108,0.098716524067081,0.311622944793654,"FALSE"
"1789","IRX3",11434,1.650937,0.0987514396963216,0.311653922232628,"FALSE"
"1790","IGDCC4",13742,1.649961,0.0989509129880648,0.312033271579628,"FALSE"
"1791","CAMK2A",15289,1.648952,0.0991574687414222,0.312309330932925,"FALSE"
"1792","CFAP44",12828,1.648699,0.0992093151349273,0.312410133359886,"FALSE"
"1793","TNFRSF10B",7084,1.648395,0.0992716413889414,0.312491088991447,"FALSE"
"1794","ALCAM",3145,1.647561,0.0994427889911849,0.312895026512032,"FALSE"
"1795","TMEM108",11022,1.647103,0.0995368766122732,0.313065945317667,"FALSE"
"1796","MEIS2",8655,1.644029,0.100170212249191,0.314680764537812,"FALSE"
"1797","HDGFL1",164,1.643638,0.100250999723318,0.314767573969078,"FALSE"
"1798","SEMA3D",548,1.643336,0.100313433780309,0.314879388929619,"FALSE"
"1799","SNRPD3",14468,1.641971,0.100596014212644,0.315576965711176,"FALSE"
"1800","FCHSD2",3249,1.641695,0.100653228389711,0.315576965711176,"FALSE"
