"","geneIDs","geneIDX","zscores","pvals","adj.pvals","significant"
"13740","GPAA1",9047,-1.413585,0.157483788040671,0.398326464690821,"FALSE"
"13741","MOXD1",13451,-1.413786,0.157424745382019,0.398241101548826,"FALSE"
"13742","ITGB2",12458,-1.414381,0.157250065684819,0.397978320739473,"FALSE"
"13743","LOC100233156",14909,-1.415219,0.15700429541007,0.397560731944605,"FALSE"
"13744","TNFRSF12A",5880,-1.415395,0.156952714807039,0.397542288545539,"FALSE"
"13745","GLDN",1954,-1.416577,0.15660663696466,0.397064653624568,"FALSE"
"13746","DHRS3",1912,-1.416777,0.156548136239245,0.397028463840491,"FALSE"
"13747","CYR61",5465,-1.417048,0.156468894200123,0.39701858648046,"FALSE"
"13748","PCDHB8",12642,-1.417453,0.156350526458659,0.396990652973969,"FALSE"
"13749","PHLDA1",2576,-1.418746,0.155973081029166,0.396287907181575,"FALSE"
"13750","JAG1",8496,-1.418777,0.155964040174118,0.396287907181575,"FALSE"
"13751","ANKRD13A",6611,-1.419186,0.155844796442684,0.396153748787546,"FALSE"
"13752","CSNK1D",3019,-1.419474,0.155760871714292,0.396132276714832,"FALSE"
"13753","COL5A2",14173,-1.419589,0.155727369687557,0.396111055853084,"FALSE"
"13754","MBTD1",4262,-1.420035,0.155597491817197,0.395990385746846,"FALSE"
"13755","TPP1",12636,-1.420739,0.155392650132781,0.395835184653072,"FALSE"
"13756","SCAMP3",15082,-1.420905,0.155344379234499,0.395776254214754,"FALSE"
"13757","SQSTM1",14133,-1.421985,0.155030605519558,0.395168671508085,"FALSE"
"13758","RTN4RL1",7989,-1.422246,0.1549548491286,0.395041743390537,"FALSE"
"13759","ADAMTS3",2977,-1.423079,0.154713255275161,0.394632297637671,"FALSE"
"13760","DDOST",108,-1.423728,0.154525225069157,0.394422301321597,"FALSE"
"13761","SSR1",12836,-1.424865,0.154196228627012,0.393743045691259,"FALSE"
"13762","EIF4E2",12488,-1.425669,0.153963908812396,0.393468875872613,"FALSE"
"13763","IFITM2",2652,-1.425882,0.153902405998583,0.393436800379849,"FALSE"
"13764","RBM10",11602,-1.426456,0.153736758993368,0.393193047181619,"FALSE"
